1,,,
88,"University of Maryland, Baltimore County",1992,1996
89,,,
90,,,
91,,,
92,,,
93,,,
94,,,
95,"University of California, Riverside",1991,1995
96,,,
97,Texas A&M University,1970,1974
97,The New School,1978,1982
97,Rutgers University - New Brunswick,1988,1991
98,,,
99,"University of California, San Diego (UCSD)",1995,1998
100,,,
101,"University of California, Irvine",2011,2015
102,,,
103,,,
104,,,
105,,,
106,,,
107,,,
108,Washington University in St. Louis,1999,2002
108,Carnegie Mellon University,2010,2013
109,University of Texas at Austin,1976,1980
110,University of Virginia,1968,1972
111,,,
112,,,
113,"University of California, Irvine",1987,1990
114,,,
115,University of Wisconsin-Madison,1996,2000
115,Tufts University,1968,1971
116,University of Massachusetts Amherst,2006,2009
117,,,
118,,,
119,Yale University,2007,2010
120,,,
121,Johns Hopkins University,1995,1999
121,University of Massachusetts Amherst,1990,1994
121,"University of California, San Diego (UCSD)",1976,1980
122,,,
123,,,
124,Arizona State University,1965,1969
125,Howard University,2001,2004
125,Lehigh University,2011,2014
126,Wake Forest University,2004,2007
127,,,
128,,,
129,,,
130,University of Massachusetts Amherst,1962,1965
130,Tufts University,2007,2011
131,,,
132,Indiana University Bloomington,1974,1977
133,,,
134,,,
135,George Washington University,1983,1986
135,University of Florida,1977,1980
135,Rutgers University - New Brunswick,1979,1983
136,"University of Illinois, Chicago (UIC)",2012,2016
136,Rutgers University - New Brunswick,1960,1963
137,Wake Forest University,1996,2000
138,"University of Illinois, Chicago (UIC)",1961,1964
138,University of Delaware,1972,1976
139,California Institute of Technology (Caltech),2013,2017
139,"University of Maryland, Baltimore County",1971,1974
139,Wayne State University,1968,1971
140,,,
141,Massachusets Institute of Technology,2010,2013
142,,,
143,,,
144,The Ohio State University,2014,2018
144,University of Wisconsin-Madison,1997,2001
144,University of Colorado Boulder,2020,2024
145,,,
146,Georgia Institute of Technology,1983,1986
146,Virginia Polytechnic Institute and State University,2017,2020
146,Indiana University Bloomington,1977,1980
147,,,
148,,,
149,,,
150,Georgetown University,2003,2007
151,,,
152,,,
153,University of Pittsburgh,2018,2022
153,"University of California, Santa Cruz",2008,2012
154,"The University of Tennessee, Knoxville",1980,1984
154,University of Texas Dallas,1972,1975
154,Georgia Institute of Technology,1974,1977
155,,,
156,,,
157,"University of Colorado, Denver",1987,1991
157,Yale University,1960,1964
157,"University of Maryland, College Park",2009,2012
158,,,
159,,,
160,Colorado State University,1990,1994
161,University of Illinois at Urbana-Champaign,2010,2013
162,,,
163,,,
164,,,
165,George Washington University,2016,2019
165,"University of California, San Diego (UCSD)",2000,2004
166,,,
167,,,
168,,,
169,,,
170,Virginia Polytechnic Institute and State University,1989,1992
171,,,
172,,,
173,Iowa State University,2003,2006
173,University of Iowa,1969,1972
174,,,
175,,,
176,,,
177,,,
178,"University of California, Santa Cruz",2020,2023
179,,,
180,Northeastern University,1972,1976
181,,,
182,Iowa State University,1967,1971
183,,,
184,"University of California, Santa Cruz",1972,1976
184,New York University,2020,2024
185,Dartmouth College,1995,1998
185,Northwestern University,1964,1967
186,"University of California, Berkeley (UCB)",2012,2015
186,George Washington University,1990,1993
186,Vanderbilt University,1993,1996
187,Virginia Polytechnic Institute and State University,1962,1965
188,,,
189,University of Pittsburgh,2015,2018
190,Clark University,2016,2019
191,,,
192,University of Colorado Boulder,2004,2008
193,Massachusets Institute of Technology,2016,2019
193,Rutgers University - New Brunswick,1993,1996
193,Arizona State University,1992,1995
194,,,
195,,,
196,,,
197,"University of North Carolina, Chapel Hill",1981,1985
197,Rice University,1964,1968
198,University of Connecticut,1963,1967
199,,,
200,University of Kansas,2017,2021
200,Georgia Institute of Technology,1989,1993
200,University of Oklahoma,1995,1998
201,,,
202,,,
203,,,
204,,,
205,,,
206,"University of North Carolina, Chapel Hill",2017,2020
206,University of Vermont,1993,1996
207,University of Miami,1993,1997
207,"The University of Tennessee, Knoxville",1974,1977
208,"University of Maryland, Baltimore County",2006,2010
208,Wake Forest University,1981,1985
208,University of Miami,2016,2019
209,,,
210,University of New Mexico,2003,2006
211,Cornell University,2000,2003
211,University of Illinois at Urbana-Champaign,1971,1974
211,The Katz School at Yeshiva University,2009,2013
212,Florida State University,2005,2009
212,The Ohio State University,1990,1993
212,Wake Forest University,1991,1994
213,California Institute of Technology (Caltech),2020,2024
214,,,
215,,,
216,,,
217,,,
218,,,
219,,,
220,North Carolina State University,1973,1977
221,,,
222,Iowa State University,1964,1968
222,Pennsylvania State University,2007,2011
223,,,
224,New York University,1975,1979
225,,,
226,University of Iowa,1960,1964
226,"University of California, Riverside",1972,1975
227,,,
228,,,
229,The Ohio State University,1963,1967
230,,,
231,Cornell University,1970,1973
231,"University of North Carolina, Chapel Hill",1962,1965
231,Purdue University,2008,2011
232,,,
233,University of Hawai,1963,1967
234,Rutgers University - New Brunswick,2001,2005
235,,,
236,University of Hawai,2012,2016
236,Tulane University,1969,1972
237,,,
238,The University of Arizona,2015,2019
238,University of Texas at Austin,2006,2010
238,Rice University,1981,1985
239,Rensselaer Polytechnic University,2014,2018
240,,,
241,,,
242,University of Utah,1965,1969
242,"The University of Tennessee, Knoxville",1964,1967
242,"University of California, San Diego (UCSD)",1988,1992
243,University of Virginia,1975,1978
244,,,
245,,,
246,Cornell University,1967,1971
247,University of Chicago,1967,1971
247,Tulane University,1967,1971
248,,,
249,,,
250,University of Southern California,2002,2006
250,University of Hawai,1979,1982
250,Northwestern University,2004,2007
251,,,
252,,,
253,University of Utah,1979,1982
253,"University of California, Berkeley (UCB)",1980,1984
254,North Carolina State University,1991,1995
255,George Washington University,2006,2010
255,University of Utah,1969,1973
255,New York University,1990,1994
256,University of Delaware,2017,2021
256,University of Southern California,1984,1988
256,North Carolina State University,1991,1994
257,,,
258,Florida State University,2012,2015
259,Boston College,1983,1987
259,University of Connecticut,2009,2013
259,Washington University in St. Louis,1987,1990
260,Illinois Institute of Technology,1962,1965
261,,,
262,Colorado State University,1985,1988
262,North Carolina State University,2001,2005
262,"University of California, Berkeley (UCB)",2019,2023
263,,,
264,"University of California, Santa Barbara (UCSB)",2001,2004
265,,,
266,George Washington University,1983,1987
266,University of Colorado Boulder,1973,1976
266,California Institute of Technology (Caltech),2003,2006
267,Colorado State University,2015,2019
268,"University of California, Santa Cruz",1961,1964
268,University of South Florida,2002,2006
269,Duke University,1980,1983
270,,,
271,,,
272,"University of Maryland, College Park",1995,1999
272,Arizona State University,2011,2015
272,"University of California, Los Angeles (UCLA)",1963,1966
273,Brown University,2002,2006
274,"University of California, Irvine",1989,1992
275,University at Buffalo SUNY,1999,2002
275,Northeastern University,2012,2016
276,,,
277,,,
278,,,
279,,,
280,"University of Colorado, Denver",1973,1977
280,University of Massachusetts Amherst,2003,2007
281,Emory University,1965,1969
281,Harvard University,1963,1967
281,Georgia Institute of Technology,1997,2000
282,Pennsylvania State University,1985,1988
283,,,
284,,,
285,Wake Forest University,1969,1973
285,North Carolina State University,1968,1972
285,University at Buffalo SUNY,2005,2008
286,"University of North Carolina, Chapel Hill",1986,1990
286,University of Florida,1997,2000
286,Brandeis University,1972,1976
287,University of Rochester,1976,1980
287,University of Hawai,2009,2013
287,Washington University in St. Louis,2005,2008
288,,,
289,,,
290,,,
291,"University of California, San Diego (UCSD)",2020,2024
291,University of New Mexico,1972,1976
291,George Washington University,1997,2001
292,Case Western Reserve University,1976,1980
292,Florida State University,1964,1967
292,Virginia Polytechnic Institute and State University,1964,1967
293,,,
294,,,
295,,,
296,,,
297,,,
298,Johns Hopkins University,1977,1980
298,"The University of Tennessee, Knoxville",1990,1993
298,The Ohio State University,2019,2023
299,,,
300,,,
301,"University of California, San Diego (UCSD)",2013,2017
301,Colorado State University,2019,2022
302,Emory University,2007,2011
302,University at Buffalo SUNY,1966,1970
303,Washington University in St. Louis,1975,1979
303,Stanford University,1993,1996
304,,,
305,Massachusets Institute of Technology,1980,1983
306,Oregon State University,2005,2009
307,Colorado State University,2010,2014
307,California Institute of Technology (Caltech),1971,1974
307,Boston College,2001,2004
308,University of Kansas,1991,1994
309,Rensselaer Polytechnic University,1963,1967
310,,,
311,University of Chicago,1976,1979
311,University of Colorado Boulder,1968,1971
312,,,
313,,,
314,"University of Illinois, Chicago (UIC)",2018,2022
315,Boston University,1991,1994
316,,,
317,The Ohio State University,2014,2018
317,"University of Maryland, Baltimore County",1962,1966
318,,,
319,University of Texas Dallas,1999,2003
319,Tufts University,2012,2015
320,,,
321,,,
322,,,
323,,,
324,,,
325,Dartmouth College,2019,2022
326,Massachusets Institute of Technology,1970,1973
327,University of Texas Dallas,2013,2016
327,"University of Colorado, Denver",2002,2005
327,Tufts University,1964,1967
328,University of Colorado Boulder,1971,1975
329,,,
330,,,
331,,,
332,University of Wisconsin-Madison,2006,2010
333,Indiana University Bloomington,1999,2003
334,Brown University,1968,1971
334,Johns Hopkins University,2011,2015
335,,,
336,University at Buffalo SUNY,1967,1970
336,University of Illinois at Urbana-Champaign,2009,2012
337,,,
338,California Institute of Technology (Caltech),1998,2001
338,University of Miami,1970,1973
338,Case Western Reserve University,1983,1986
339,Brandeis University,1992,1996
339,Duke University,1996,2000
339,Howard University,1970,1973
340,,,
341,Wayne State University,1989,1992
342,University of Vermont,2004,2008
342,Pennsylvania State University,1996,2000
342,University of South Florida,1992,1995
343,,,
344,University of Virginia,1990,1993
345,,,
346,,,
347,Columbia University,2000,2003
348,University of Massachusetts Amherst,1987,1990
349,,,
350,Princeton University,1997,2000
351,,,
352,University of Texas at Austin,1962,1966
352,Harvard University,2005,2008
353,,,
354,"University of Illinois, Chicago (UIC)",1983,1986
355,University of Delaware,1998,2002
355,Brown University,1996,1999
355,University of Michigan,2003,2006
356,"Stony Brook University, State University of New York",1969,1972
356,Rice University,2016,2020
357,University of Virginia,2003,2006
357,Johns Hopkins University,2002,2005
357,University of Colorado Boulder,2015,2018
358,The New School,1963,1966
359,University of New Mexico,1965,1969
360,Massachusets Institute of Technology,2000,2003
361,,,
362,,,
363,,,
364,,,
365,,,
366,,,
367,University of Chicago,2015,2018
367,University at Buffalo SUNY,2000,2004
367,Rutgers University - New Brunswick,1962,1966
368,"University of California, Berkeley (UCB)",2002,2005
368,Case Western Reserve University,2018,2022
369,,,
370,Cornell University,2010,2014
370,Indiana University Bloomington,1986,1989
371,"University of California, Davis",1962,1965
372,Rensselaer Polytechnic University,2010,2013
372,Rutgers University - New Brunswick,1992,1995
372,Brown University,2009,2012
373,Northeastern University,1996,2000
373,"University of California, Los Angeles (UCLA)",2003,2007
374,"University of California, Santa Barbara (UCSB)",1996,1999
374,University of Pennsylvania,2008,2012
375,,,
376,"University of North Carolina, Chapel Hill",1971,1975
377,Northeastern University,1995,1998
378,Washington State University,1979,1983
378,"University of Illinois, Chicago (UIC)",1973,1976
378,"University of California, Berkeley (UCB)",1991,1994
379,Rutgers University - New Brunswick,1983,1986
380,University of Southern California,2017,2020
380,"The University of Tennessee, Knoxville",2015,2019
381,,,
382,,,
383,University of Iowa,1965,1969
384,,,
385,Arizona State University,1981,1985
386,Georgia Institute of Technology,1980,1983
386,University of Rochester,2008,2012
386,Stanford University,1992,1995
387,,,
388,,,
389,,,
390,,,
391,Howard University,1979,1983
391,University of Connecticut,1968,1972
392,,,
393,Drexel University,1964,1968
394,,,
395,,,
396,Northwestern University,2012,2015
396,University of Florida,1979,1983
397,,,
398,Yale University,1994,1998
399,Wake Forest University,1966,1970
399,"The University of Tennessee, Knoxville",2020,2024
400,,,
401,,,
402,,,
403,,,
404,"University of Illinois, Chicago (UIC)",1973,1976
404,The Ohio State University,2017,2020
405,"University of California, San Diego (UCSD)",1963,1966
405,Colorado State University,2018,2021
405,Lehigh University,2005,2008
406,,,
407,Vanderbilt University,1964,1967
407,University of Hawai,1962,1966
408,,,
409,,,
410,Brandeis University,1960,1964
410,University of Florida,2001,2004
410,Lehigh University,1960,1963
411,,,
412,,,
413,,,
414,,,
415,,,
416,,,
417,University of Pittsburgh,2002,2005
418,,,
419,,,
420,Purdue University,1978,1982
420,Colorado State University,2012,2016
421,Johns Hopkins University,1964,1967
422,University of Miami,1985,1989
422,Georgia Institute of Technology,1962,1966
422,George Washington University,1995,1998
423,"University of Illinois, Chicago (UIC)",1991,1995
424,Pennsylvania State University,1964,1968
425,,,
426,Georgia Institute of Technology,2015,2018
427,,,
428,Howard University,1974,1978
428,"University of California, Davis",2000,2004
429,,,
430,University of Florida,1978,1982
430,University of Illinois at Urbana-Champaign,1981,1985
430,University of Oklahoma,2006,2009
431,Howard University,2020,2024
431,Oregon State University,2018,2021
431,Yale University,1960,1963
432,Northeastern University,1965,1969
433,,,
434,,,
435,The New School,1987,1990
436,,,
437,,,
438,Brown University,1990,1994
439,,,
440,University of Texas Dallas,2010,2014
440,Boston University,1965,1969
441,,,
442,Howard University,2015,2018
443,,,
444,Florida State University,1973,1977
445,,,
446,Northwestern University,2002,2006
446,University of Iowa,1966,1970
446,Colorado State University,2020,2024
447,,,
448,University of Texas Dallas,1969,1972
448,Washington University in St. Louis,1991,1995
448,University of Florida,1999,2003
449,,,
450,,,
451,University of Southern California,1964,1968
451,University of Massachusetts Amherst,2014,2017
451,"University of California, Berkeley (UCB)",2020,2023
452,Virginia Polytechnic Institute and State University,2012,2015
452,Purdue University,2014,2018
453,Georgia Institute of Technology,1981,1984
453,Northwestern University,1976,1980
454,University of Minnesota,2003,2007
455,,,
456,Cornell University,2016,2020
457,Arizona State University,1997,2000
457,Florida State University,1991,1994
458,,,
459,Wayne State University,2007,2010
460,,,
461,Yale University,1984,1988
461,University of Kansas,1961,1964
461,Purdue University,2008,2012
462,"University of Colorado, Denver",1974,1978
463,Georgetown University,1979,1983
463,The Katz School at Yeshiva University,1961,1964
464,Princeton University,1975,1979
464,Cornell University,1997,2000
464,George Washington University,1982,1985
465,University of Southern California,1995,1999
465,Vanderbilt University,1983,1986
465,Washington University in St. Louis,1985,1988
466,University of Kansas,1991,1994
467,,,
468,,,
469,,,
470,Washington State University,2003,2007
471,,,
472,,,
473,,,
474,Rice University,2012,2016
474,Case Western Reserve University,2006,2010
475,Boston College,1963,1967
476,,,
477,,,
478,University of Iowa,2018,2022
479,,,
480,,,
481,,,
482,,,
483,,,
484,,,
485,University of Florida,1972,1975
486,,,
487,,,
488,University of Chicago,1995,1998
489,Iowa State University,2017,2020
489,Dartmouth College,1988,1991
489,Georgetown University,1988,1992
490,,,
491,Emory University,2011,2015
491,Northeastern University,1993,1996
492,The New School,1994,1997
493,,,
494,,,
495,"University of Maryland, Baltimore County",2002,2006
495,"University of California, Davis",2014,2018
495,Wayne State University,2019,2022
496,,,
497,,,
498,Northeastern University,1999,2003
499,Texas A&M University,1994,1998
500,Harvard University,1988,1991
500,University of Connecticut,2020,2024
501,University of Southern California,2013,2016
501,"University of Illinois, Chicago (UIC)",1972,1975
501,"University of California, San Diego (UCSD)",1970,1974
502,,,
503,Howard University,2000,2004
503,Arizona State University,1982,1986
504,University of Oklahoma,1976,1979
505,University of Vermont,2018,2021
506,,,
507,"University of Illinois, Chicago (UIC)",1971,1974
507,Clark University,1997,2000
507,Virginia Polytechnic Institute and State University,1982,1986
508,,,
509,Duke University,2020,2024
509,Georgetown University,2001,2004
509,Harvard University,1983,1986
510,,,
511,,,
512,,,
513,,,
514,Boston University,1992,1995
514,"The University of Tennessee, Knoxville",1984,1988
515,University at Buffalo SUNY,1961,1965
516,New York University,2009,2012
516,Rutgers University - New Brunswick,2013,2016
516,California Institute of Technology (Caltech),2006,2010
517,University of Miami,1978,1982
518,Lehigh University,2008,2012
519,The Ohio State University,1999,2002
519,Georgetown University,1973,1977
520,Brown University,2004,2008
521,,,
522,,,
523,"University of Maryland, Baltimore County",2006,2010
524,,,
525,,,
526,Princeton University,2000,2003
526,Boston University,1995,1999
526,"University of California, Davis",1998,2002
527,,,
528,,,
529,,,
530,,,
531,Texas A&M University,2012,2015
531,University of Miami,1992,1996
532,Oregon State University,1989,1992
532,"University of California, Los Angeles (UCLA)",2001,2004
533,Florida State University,1975,1978
533,The University of Arizona,2004,2007
534,,,
535,,,
536,,,
537,,,
538,"University of North Carolina, Chapel Hill",2017,2021
538,University of Chicago,1975,1978
538,Clark University,2018,2021
539,Wake Forest University,1978,1981
540,University of Kansas,1963,1967
540,University of Connecticut,1987,1990
541,,,
542,,,
543,University of New Mexico,2011,2014
543,Brandeis University,1981,1984
543,Washington University in St. Louis,1991,1995
544,,,
545,,,
546,,,
547,,,
548,University of Texas Dallas,1969,1973
549,Dartmouth College,2001,2005
549,Oregon State University,2007,2010
549,The University of Arizona,1969,1972
550,University of New Mexico,1998,2002
551,,,
552,,,
553,,,
554,"University of California, Santa Cruz",1973,1977
555,,,
556,University of Pittsburgh,1978,1981
557,Rice University,2004,2008
558,Rensselaer Polytechnic University,2012,2016
558,"University of California, San Diego (UCSD)",1973,1977
559,,,
560,University of Kansas,1984,1987
561,The University of Arizona,2002,2006
562,Washington University in St. Louis,1984,1988
563,"University of California, Berkeley (UCB)",1971,1975
564,Georgia Institute of Technology,1983,1987
564,Duke University,2010,2013
564,Johns Hopkins University,1980,1984
565,,,
566,,,
567,Arizona State University,1980,1983
567,North Carolina State University,1985,1988
567,Carnegie Mellon University,1972,1976
568,Arizona State University,1994,1997
569,University of Vermont,1977,1980
570,"University of California, Los Angeles (UCLA)",1997,2001
570,"University of California, Riverside",2001,2004
570,California Institute of Technology (Caltech),1999,2003
571,University of Colorado Boulder,1998,2001
571,University of Massachusetts Amherst,2010,2013
572,,,
573,Columbia University,2010,2014
574,Johns Hopkins University,1963,1966
574,University of Washington,1982,1986
575,University of New Mexico,1998,2002
575,University of Michigan,2008,2011
575,University of Pittsburgh,2012,2015
576,,,
577,University of Connecticut,1999,2003
577,Johns Hopkins University,2012,2015
578,,,
579,Drexel University,1991,1995
580,Georgetown University,1983,1987
581,,,
582,University of Wisconsin-Madison,1961,1965
583,,,
584,Case Western Reserve University,1966,1970
584,"University of California, Santa Cruz",1972,1975
585,,,
586,,,
587,"University of California, Davis",2009,2012
588,,,
589,Michigan State University,1993,1997
589,"University of California, Davis",1968,1971
589,University of Kansas,1988,1991
590,University of Colorado Boulder,1987,1991
591,,,
592,,,
593,Indiana University Bloomington,1991,1994
593,University of Pennsylvania,2010,2014
594,,,
595,The Katz School at Yeshiva University,1965,1968
596,University of Chicago,1984,1988
596,Harvard University,1961,1965
596,Northeastern University,1968,1971
597,,,
598,University of Michigan,1961,1964
599,,,
600,,,
601,,,
602,University of Vermont,1974,1978
603,,,
604,University of New Mexico,1984,1988
604,The Ohio State University,2016,2020
604,"University of California, Santa Barbara (UCSB)",2011,2015
605,Purdue University,2015,2019
606,The New School,1992,1996
607,"University of California, Riverside",1960,1964
608,Arizona State University,1962,1965
609,,,
610,University of Virginia,2000,2004
611,,,
612,,,
613,,,
614,Oregon State University,1988,1991
615,,,
616,Georgia Institute of Technology,1961,1964
616,University of South Florida,1964,1968
616,"University of North Carolina, Chapel Hill",2010,2013
617,Arizona State University,1967,1970
618,Yale University,1974,1978
619,,,
620,,,
621,University of Iowa,1971,1975
621,University at Buffalo SUNY,1963,1966
621,Brandeis University,1967,1971
622,,,
623,,,
624,,,
625,,,
626,Tulane University,1969,1973
626,University of Illinois at Urbana-Champaign,2002,2006
626,University of Connecticut,2003,2006
627,,,
628,University of Utah,1985,1989
629,Princeton University,2010,2013
629,"University of Illinois, Chicago (UIC)",2020,2023
629,Rensselaer Polytechnic University,1977,1981
630,California Institute of Technology (Caltech),1986,1990
630,Michigan State University,1979,1983
630,Colorado State University,1978,1982
631,University of New Mexico,1991,1995
632,Brown University,1979,1982
632,University of Texas Dallas,2017,2021
632,Florida State University,1974,1977
633,,,
634,Texas A&M University,1994,1997
635,Vanderbilt University,1983,1986
636,New York University,1996,2000
637,,,
638,Oregon State University,1965,1969
638,University at Buffalo SUNY,1983,1986
639,"University of California, Davis",1971,1975
639,Boston College,2004,2007
640,,,
641,,,
642,,,
643,,,
644,Johns Hopkins University,2013,2016
644,"University of California, Los Angeles (UCLA)",1964,1967
645,University of Massachusetts Amherst,1977,1980
646,,,
647,,,
648,Massachusets Institute of Technology,2017,2020
648,Rensselaer Polytechnic University,1981,1984
649,,,
650,,,
651,,,
652,,,
653,"University of California, San Diego (UCSD)",1962,1966
654,Emory University,2009,2012
655,,,
656,,,
657,Harvard University,1994,1998
658,,,
659,University of Washington,1984,1987
659,"University of Illinois, Chicago (UIC)",2008,2011
660,"The University of Tennessee, Knoxville",2013,2017
660,Washington State University,1982,1986
661,,,
662,,,
663,University of Texas at Austin,2013,2017
664,,,
665,Virginia Polytechnic Institute and State University,2018,2022
666,,,
667,,,
668,University of Texas Dallas,1997,2000
669,,,
670,University of Pennsylvania,1989,1992
671,Colorado State University,1996,1999
672,,,
673,North Carolina State University,1974,1977
674,,,
675,Yale University,1982,1986
675,Case Western Reserve University,1964,1968
675,Indiana University Bloomington,1998,2002
676,University of Hawai,1966,1969
676,"University of California, Santa Cruz",2000,2004
677,,,
678,,,
679,,,
680,Clark University,1994,1998
681,The Katz School at Yeshiva University,1972,1975
682,,,
683,Yale University,2013,2016
684,,,
685,University of Minnesota,1976,1980
686,"The University of Tennessee, Knoxville",1971,1974
686,Princeton University,2004,2008
686,University of Wisconsin-Madison,1966,1970
687,University of Minnesota,1983,1986
687,"University of Maryland, College Park",1988,1991
687,University of Oklahoma,1990,1994
688,Emory University,1982,1986
689,,,
690,"University of California, Santa Cruz",2007,2010
691,,,
692,,,
693,,,
694,,,
695,,,
696,Washington State University,1968,1971
696,Georgetown University,1982,1986
697,Rensselaer Polytechnic University,2019,2022
698,,,
699,Illinois Institute of Technology,1983,1987
699,Rensselaer Polytechnic University,1964,1967
700,,,
701,"University of North Carolina, Chapel Hill",1985,1988
701,Vanderbilt University,1966,1969
702,,,
703,Pennsylvania State University,1965,1968
704,"University of California, Berkeley (UCB)",2003,2007
704,Columbia University,1989,1993
705,,,
706,"University of North Carolina, Chapel Hill",1962,1966
707,,,
708,,,
709,"University of California, Davis",1988,1992
709,University of Pennsylvania,1963,1966
710,Tulane University,2016,2019
711,Purdue University,1984,1988
712,Northwestern University,2000,2004
712,University of New Mexico,2017,2020
712,Washington University in St. Louis,2009,2013
713,Brandeis University,1970,1974
713,The Katz School at Yeshiva University,1984,1987
714,Cornell University,2003,2006
714,Duke University,2008,2012
715,,,
716,"University of California, San Diego (UCSD)",1985,1989
716,Carnegie Mellon University,1981,1984
716,Washington University in St. Louis,2009,2012
717,Northwestern University,1977,1980
718,The Katz School at Yeshiva University,1969,1972
719,,,
720,Virginia Polytechnic Institute and State University,1968,1972
720,"University of Maryland, College Park",2018,2022
720,The University of Georgia,1991,1994
721,Northwestern University,1991,1995
722,,,
723,,,
724,,,
725,California Institute of Technology (Caltech),2004,2008
725,University of Virginia,2001,2004
726,,,
727,,,
728,,,
729,"University of California, Los Angeles (UCLA)",1963,1967
729,The New School,1970,1974
730,,,
731,,,
732,North Carolina State University,1968,1972
733,University of Vermont,1995,1998
734,University of Kansas,1976,1980
735,,,
736,Pennsylvania State University,1976,1980
737,,,
738,Tufts University,2020,2023
738,New York University,2012,2016
739,,,
740,,,
741,Dartmouth College,2013,2016
742,Emory University,1962,1965
742,University of Kansas,2019,2022
743,,,
744,,,
745,,,
746,,,
747,Drexel University,1988,1991
748,,,
749,University of Michigan,1968,1971
749,"University of California, Riverside",2001,2005
749,Harvard University,1996,1999
750,Stanford University,1976,1979
750,Princeton University,1968,1971
750,University of Illinois at Urbana-Champaign,1978,1981
751,Case Western Reserve University,2003,2006
752,,,
753,,,
754,,,
755,,,
756,,,
757,Brandeis University,2017,2021
757,University of Texas Dallas,1963,1967
758,Pennsylvania State University,2004,2007
758,Tufts University,2017,2021
758,"University of California, Los Angeles (UCLA)",1984,1988
759,,,
760,Tufts University,1994,1998
760,The Ohio State University,1972,1976
760,University of Connecticut,1967,1971
761,,,
762,,,
763,"University of California, Los Angeles (UCLA)",1993,1997
764,Pennsylvania State University,1983,1986
765,,,
766,,,
767,"Stony Brook University, State University of New York",1982,1985
768,,,
769,University of Hawai,1973,1977
770,Tufts University,2016,2020
770,University of Michigan,1979,1983
771,,,
772,The University of Arizona,2012,2015
773,,,
774,,,
775,,,
776,,,
777,,,
778,,,
779,,,
780,,,
781,,,
782,,,
783,Brandeis University,2001,2005
784,Michigan State University,1960,1963
785,,,
786,Brandeis University,2017,2020
787,Carnegie Mellon University,2009,2013
788,Rensselaer Polytechnic University,1973,1977
788,University of Oklahoma,2006,2010
788,Dartmouth College,1964,1967
