471,Coca-Cola Company,1988,1992
472,,,
473,,,
474,,,
475,UPC,2013,2016
476,,,
477,Coca-Cola Company,2006,present
477,UPC,2000,2015
478,,,
479,Metro Cash&Carry,2020,present
479,Team Guard SRL,2010,2017
479,Mars,2009,present
480,AECOM,1961,1976
480,Biolife Grup,1998,2002
480,Global Print,2008,2011
481,Coca-Cola Company,1960,1967
482,CarMax,1990,2005
483,Erickson,2008,present
484,,,
485,DynCorp,1965,1968
485,Danone,2008,2015
486,Comodo,1970,1985
487,,,
488,UPC,2017,present
488,Leadertech Consulting,1960,1975
488,Metro Cash&Carry,1984,1999
489,Vodafone,1963,1967
490,,,
491,Biolife Grup,1977,1984
491,Comodo,1961,1976
491,ExxonMobil,2016,present
492,Coca-Cola Company,1960,1964
493,,,
494,Areon Impex,1998,2005
494,Boeing,1991,2006
495,,,
496,Erickson,2016,present
496,Carrefour,2020,present
497,Coca-Cola Company,2016,present
498,Leadertech Consulting,2009,present
498,AECOM,1993,1996
499,Vodafone,2013,present
500,Carrefour,1973,1988
501,DynCorp,1983,1998
501,AECOM,2000,2004
501,Comcast,1960,1963
502,Mars,1965,1972
503,,,
504,It Smart Group,1970,1985
505,BuzzFeed,2020,present
506,,,
507,,,
508,,,
509,,,
510,,,
511,,,
512,,,
513,,,
514,,,
515,,,
516,Vodafone,1981,1996
516,Danone,1972,1987
516,It Smart Group,1979,1983
517,,,
518,,,
519,BuzzFeed,1968,1983
519,Metro Cash&Carry,1992,2007
520,Facebook,2010,2014
521,Biolife Grup,1971,1974
522,,,
523,Mars,1988,2003
524,21st Century Fox,2006,present
524,Coca-Cola Company,1974,1978
524,Apple Inc.,2014,2017
525,Comodo,1960,1967
525,Telekom,1982,1997
525,It Smart Group,1960,1963
526,Areon Impex,1960,1967
527,Zepter,1980,1995
527,CarMax,1971,1986
528,,,
529,AECOM,1976,1979
530,Demaco,2019,present
530,Boeing,1965,1980
530,Telekom,1966,1981
531,UPC,1980,1984
532,Carrefour,1986,1989
532,ExxonMobil,1984,1991
533,,,
534,,,
535,,,
536,,,
537,ENEL,1969,1976
538,,,
539,,,
540,Mars,1996,2003
541,Vodafone,2004,present
542,CarMax,1973,1988
542,Biolife Grup,2016,present
542,Telekom,2013,2016
543,,,
544,,,
545,Mars,1980,1995
545,Comcast,1969,1973
546,,,
547,,,
548,,,
549,,,
550,,,
551,Leadertech Consulting,1991,1994
551,Coca-Cola Company,2001,2008
552,,,
553,,,
554,AECOM,1962,1969
554,Amazon.com,1967,1982
555,BuzzFeed,1993,2008
556,,,
557,Biolife Grup,1966,1969
558,Global Print,1960,1967
559,21st Century Fox,1987,2002
559,Demaco,1966,1981
559,Boeing,2003,2007
560,,,
561,Coca-Cola Company,1965,1972
562,Vodafone,2000,2015
562,ENEL,2014,present
562,BuzzFeed,2012,2016
563,Team Guard SRL,2018,present
563,Areon Impex,2016,present
563,Boeing,1981,1996
564,DynCorp,1966,1969
564,Metro Cash&Carry,1995,2002
564,21st Century Fox,2020,present
565,,,
566,,,
567,,,
568,,,
569,Demaco,1995,2010
569,Coca-Cola Company,2005,present
570,Biolife Grup,1968,1972
571,,,
572,,,
573,Carrefour,2008,present
573,Danone,1992,2007
574,,,
575,CarMax,1977,1980
576,,,
577,,,
578,,,
579,Amazon.com,1982,1989
579,Metro Cash&Carry,1991,2006
580,Mars,1975,1990
581,,,
582,Telekom,1965,1968
582,Apple Inc.,2008,2015
583,Biolife Grup,1967,1982
583,Telekom,1995,2010
583,Danone,1963,1967
584,Comodo,1997,2000
584,Telekom,1960,1967
585,DynCorp,1980,1995
585,Comcast,1965,1980
585,21st Century Fox,2012,2016
586,,,
587,Erickson,1999,2006
588,,,
589,Global Print,1981,1984
589,ExxonMobil,2001,2008
590,UPC,2018,present
591,,,
592,,,
593,,,
594,Boeing,1987,1994
595,Erickson,1998,2013
595,Leadertech Consulting,1984,1999
596,,,
597,,,
598,Demaco,2009,2016
599,,,
600,,,
601,,,
602,,,
603,21st Century Fox,2003,2010
603,Danone,2013,present
604,,,
605,,,
606,,,
607,,,
608,ExxonMobil,1991,1995
608,21st Century Fox,2018,present
609,AECOM,2011,2018
609,DynCorp,1961,1976
610,,,
611,,,
612,,,
613,,,
614,,,
615,,,
616,,,
617,,,
618,,,
619,ENEL,1972,1987
619,Amazon.com,1987,1990
619,DynCorp,1996,2003
620,,,
621,Mars,1979,1994
621,Telekom,1961,1965
622,,,
623,Apple Inc.,1992,1999
624,DynCorp,1994,2009
625,DynCorp,1969,1984
625,Team Guard SRL,1982,1986
625,Telekom,1976,1979
626,Biolife Grup,1983,1990
627,,,
628,ExxonMobil,1985,2000
629,,,
630,,,
631,,,
632,It Smart Group,2019,present
633,Global Print,2003,2006
633,DynCorp,1965,1972
633,CarMax,2010,present
634,,,
635,Comodo,1979,1983
635,CarMax,1971,1974
636,,,
637,21st Century Fox,1992,2007
637,Mars,1983,1998
637,ExxonMobil,1982,1986
638,Danone,2017,present
638,Vodafone,2002,2009
638,ExxonMobil,1975,1990
639,,,
640,Metro Cash&Carry,2017,present
641,,,
642,,,
643,Apple Inc.,1995,2010
643,It Smart Group,2009,2012
643,Telekom,1979,1986
644,,,
645,Boeing,1974,1989
646,,,
647,,,
648,Danone,2011,2018
649,,,
650,Carrefour,1972,1987
651,Boeing,2010,2014
652,Biolife Grup,1963,1966
652,Demaco,2017,present
653,,,
654,Mars,1998,2013
654,Vodafone,2012,2016
654,Comodo,2008,2011
655,,,
656,Mars,1974,1989
656,BuzzFeed,1996,1999
657,,,
658,UPC,1967,1982
659,,,
660,UPC,1967,1971
661,Biolife Grup,2005,2008
662,,,
663,,,
664,DynCorp,1992,2007
664,21st Century Fox,1964,1968
664,AECOM,1995,1998
665,,,
666,ExxonMobil,2010,present
666,ENEL,2019,present
667,Areon Impex,1969,1973
668,,,
669,,,
670,,,
671,Erickson,1988,1991
671,DynCorp,1991,1998
671,Vodafone,2017,present
672,,,
673,AECOM,1992,1996
674,,,
675,Leadertech Consulting,1988,1995
675,ExxonMobil,2001,2016
675,Facebook,1987,2002
676,,,
677,,,
678,ExxonMobil,1975,1982
678,Biolife Grup,1960,1975
679,CarMax,2009,present
680,Vodafone,2001,2005
680,Coca-Cola Company,2004,2007
680,Facebook,1971,1978
681,,,
682,It Smart Group,1993,1996
682,Apple Inc.,1980,1987
682,Leadertech Consulting,1993,2008
683,AECOM,2006,present
683,Areon Impex,1986,1990
683,It Smart Group,1999,2002
684,Leadertech Consulting,1985,1992
685,Leadertech Consulting,1979,1994
685,Demaco,2020,present
685,Amazon.com,1973,1977
686,,,
687,,,
688,Global Print,1979,1994
688,Carrefour,1989,2004
689,Mars,2012,2016
690,21st Century Fox,2009,2012
690,It Smart Group,2000,2007
691,Erickson,1985,2000
691,Areon Impex,1990,1993
691,Global Print,1989,1996
692,,,
693,,,
694,,,
695,Telekom,1997,2000
696,,,
697,BuzzFeed,1974,1989
697,Team Guard SRL,1968,1983
697,Erickson,2007,2011
698,,,
699,Comodo,2013,present
699,Amazon.com,1980,1995
700,Demaco,2013,present
700,Global Print,1991,1995
700,Boeing,2009,2012
701,,,
702,,,
703,,,
704,,,
705,,,
706,Amazon.com,1978,1993
707,CarMax,1989,1993
707,Biolife Grup,2008,2011
707,Carrefour,1989,1996
708,,,
709,,,
710,AECOM,1960,1964
710,BuzzFeed,2011,2014
711,DynCorp,1969,1976
712,Erickson,2001,2016
712,21st Century Fox,1998,2013
713,,,
714,Global Print,1992,1995
714,Mars,2017,present
714,Demaco,2004,present
715,,,
716,,,
717,Biolife Grup,2004,present
717,Amazon.com,1960,1975
717,Metro Cash&Carry,1964,1968
718,,,
719,Zepter,1980,1987
719,Amazon.com,1991,2006
720,Amazon.com,1982,1997
720,Metro Cash&Carry,2016,present
720,DynCorp,2007,2010
721,,,
722,AECOM,1985,2000
723,AECOM,2000,2015
723,ENEL,2007,2011
724,,,
725,,,
726,Telekom,2009,present
726,Facebook,2007,2010
727,,,
728,Leadertech Consulting,1968,1983
728,Danone,1975,1990
729,UPC,1967,1971
730,Boeing,2018,present
730,Erickson,2015,present
730,Biolife Grup,2000,2015
731,Amazon.com,1963,1978
731,Telekom,1972,1976
732,,,
733,,,
734,Erickson,1969,1984
735,Biolife Grup,1971,1986
736,,,
737,,,
738,,,
739,Demaco,2009,present
740,,,
741,,,
742,CarMax,1994,2009
742,DynCorp,1967,1982
743,ExxonMobil,1968,1972
743,Vodafone,1969,1972
744,Areon Impex,1965,1972
745,,,
746,,,
747,Amazon.com,1971,1975
748,Comodo,1972,1975
748,Vodafone,1969,1976
748,Facebook,1981,1996
749,Comodo,1990,2005
750,CarMax,2001,2005
750,ExxonMobil,1989,1992
751,,,
752,Demaco,1987,2002
752,Danone,1981,1984
753,,,
754,,,
755,Coca-Cola Company,1965,1980
755,It Smart Group,1973,1977
755,UPC,2018,present
756,Erickson,1968,1975
757,,,
758,Metro Cash&Carry,2009,present
759,AECOM,2017,present
760,Areon Impex,1975,1978
760,Metro Cash&Carry,2013,present
760,Mars,1980,1995
761,,,
762,Erickson,2000,2004
762,UPC,2014,2017
763,,,
764,,,
765,Areon Impex,1989,1992
765,Telekom,1970,1977
766,,,
767,,,
768,DynCorp,1976,1980
769,Amazon.com,1993,1996
769,Global Print,1969,1976
770,Global Print,1975,1990
771,,,
772,,,
773,,,
774,DynCorp,1993,2000
774,Mars,1966,1981
775,,,
776,,,
777,,,
778,,,
779,,,
780,,,
781,Carrefour,1989,1996
781,Danone,1971,1986
782,,,
783,,,
784,,,
785,Vodafone,1983,1990
785,BuzzFeed,1988,2003
785,Demaco,1981,1996
786,Demaco,2000,2004
787,Metro Cash&Carry,1980,1983
788,,,
789,,,
790,Coca-Cola Company,1963,1978
791,AECOM,2015,present
791,It Smart Group,1989,1992
792,Zepter,2002,2009
793,,,
794,,,
795,21st Century Fox,1969,1976
795,Team Guard SRL,2019,present
795,Demaco,1990,2005
796,,,
797,ExxonMobil,2013,2016
797,It Smart Group,1984,1991
797,CarMax,1992,2007
798,,,
799,,,
800,Team Guard SRL,2007,2010
801,,,
802,,,
803,,,
804,Comodo,1973,1977
804,Coca-Cola Company,1972,1975
805,Metro Cash&Carry,2001,2008
805,DynCorp,1963,1978
805,ENEL,1975,1978
806,Biolife Grup,2016,present
807,,,
808,ENEL,1968,1983
809,,,
810,,,
811,Areon Impex,1968,1975
811,Comcast,2020,present
811,Metro Cash&Carry,2016,present
812,ExxonMobil,1966,1970
812,Mars,2014,2017
812,Facebook,1984,1991
813,Areon Impex,1984,1999
814,,,
815,,,
816,,,
817,Boeing,1984,1991
817,Comodo,1998,2013
817,BuzzFeed,1965,1968
818,Areon Impex,1970,1977
819,,,
820,,,
821,Biolife Grup,1976,1980
821,Mars,1969,1972
822,Boeing,2013,present
822,Danone,1999,2014
822,AECOM,1984,1999
823,Comcast,1996,2000
823,ENEL,1963,1966
823,Biolife Grup,1978,1985
824,Biolife Grup,1983,1998
825,,,
826,21st Century Fox,2011,2015
827,,,
828,,,
829,Mars,1960,1975
830,,,
831,Comodo,1988,1995
832,,,
833,,,
834,Comodo,2013,2017
835,Mars,1974,1977
836,,,
837,Erickson,2013,present
837,Danone,1981,1996
837,ExxonMobil,1962,1966
838,Zepter,2014,2017
838,Facebook,1986,1993
838,Erickson,1988,2003
839,Mars,1983,1998
839,21st Century Fox,1961,1965
839,Danone,1989,1992
840,,,
841,,,
842,Biolife Grup,1961,1964
843,Coca-Cola Company,1971,1978
844,,,
845,,,
846,Coca-Cola Company,2006,2010
847,,,
848,Vodafone,1997,2004
848,Mars,1965,1980
848,ENEL,1982,1997
849,Mars,2002,2006
850,Comcast,1982,1985
850,It Smart Group,2007,2014
850,Facebook,2011,present
851,,,
852,DynCorp,1973,1977
852,Leadertech Consulting,1967,1970
852,Vodafone,2019,present
853,,,
854,Apple Inc.,1996,1999
855,,,
856,,,
857,Amazon.com,1983,1998
858,,,
859,,,
860,AECOM,1979,1986
861,,,
862,,,
863,,,
864,Coca-Cola Company,1972,1975
865,,,
866,,,
867,Apple Inc.,2002,2017
867,Boeing,1972,1976
867,CarMax,1992,1995
868,Vodafone,2014,present
868,Team Guard SRL,1991,2006
869,Erickson,1994,1997
869,Comcast,2004,2011
869,Coca-Cola Company,1984,1999
870,ENEL,1970,1985
870,Demaco,1973,1977
870,Team Guard SRL,1991,1994
871,It Smart Group,2005,2012
872,Apple Inc.,1961,1976
873,,,
874,Demaco,2008,2012
875,Team Guard SRL,1975,1978
876,,,
877,Apple Inc.,2007,present
878,,,
879,,,
880,,,
881,,,
882,,,
883,Biolife Grup,2014,2017
883,Vodafone,1969,1976
883,Danone,1997,2012
884,,,
885,,,
886,AECOM,1993,1996
886,It Smart Group,2012,present
886,Zepter,1968,1983
887,It Smart Group,2000,2015
888,Boeing,1996,2000
888,Biolife Grup,2001,2004
889,Comcast,2001,2008
889,Vodafone,1985,2000
890,Carrefour,2019,present
890,Mars,1968,1972
891,,,
892,,,
893,,,
894,,,
895,,,
896,,,
897,,,
898,,,
899,Boeing,2003,2006
900,Vodafone,1981,1988
900,Telekom,1989,2004
901,Areon Impex,1968,1983
902,,,
903,Amazon.com,2016,present
903,21st Century Fox,1970,1977
904,ENEL,2012,present
904,Facebook,2001,2016
905,Telekom,2010,2014
906,Vodafone,2017,present
906,Erickson,2002,2009
907,,,
908,Boeing,1987,1990
908,Demaco,2007,2014
908,21st Century Fox,1983,1998
909,,,
910,,,
911,,,
912,ExxonMobil,1983,1990
912,Danone,1996,2011
912,Telekom,2006,present
913,Vodafone,2005,2009
913,Biolife Grup,1978,1981
913,It Smart Group,1974,1981
914,,,
915,DynCorp,2015,present
916,,,
917,,,
918,,,
919,,,
920,,,
921,CarMax,2005,2012
921,Boeing,1989,2004
922,Telekom,2019,present
922,Facebook,1968,1972
923,It Smart Group,1986,1989
924,Apple Inc.,1961,1968
924,Demaco,2008,present
924,Areon Impex,1981,1996
